LAMBDA_NM,THROUGHPUT
713.000,0.000000000000000
714.000,0.000000000000000
715.000,0.000000000000000
716.000,0.000000000000000
717.000,0.000000000000000
718.000,0.000000000000000
719.000,0.000000000000000
720.000,0.000000000000000
721.000,0.000000000000000
722.000,0.000000000000000
723.000,0.000000000000000
724.000,0.000000000000000
725.000,0.000000000000000
726.000,0.000000000000000
727.000,0.000000000000000
728.000,0.000000000000000
729.000,0.000000000000000
730.000,0.000000000000000
731.000,0.000000000000000
732.000,0.000000000000000
733.000,0.000000000000000
734.000,0.000000000000000
735.000,0.000000000000000
736.000,0.000000000000000
737.000,0.000000000000000
738.000,0.000000000000000
739.000,0.000000000000000
740.000,0.000000000000000
741.000,0.000000000000000
742.000,0.000000000000000
743.000,0.000000000000000
744.000,0.000000000000000
745.000,0.000000000000000
746.000,0.000000000000000
747.000,0.000000000000000
748.000,0.000000000000000
749.000,0.000000000000000
750.000,0.000000000000000
